	iata	icao	latitude	longitude	pm10
4094	ISG	ROIG	24.3964	124.245	15.16
4095	FUJ	RJFE	32.6663	128.833	2.38
4096	KUM	RJFC	30.3856	130.659	4.69
4097	HNA	RJSI	39.4286	141.135	0.63
4098	ASJ	RJKA	28.4306	129.713	11.53
4099	MMB	RJCM	43.8806	144.164	0.74
4100	MMD	ROMD	25.8465	131.263	7.83
4101	MMJ	RJAF	36.1668	137.923	0.69
4102	TSJ	RJDT	34.2849	129.331	1.87
4103	MBE	RJEB	44.3039	143.404	0.62
4104	AOJ	RJSA	40.7347	140.691	1.86
4105	FUK	RJFF	33.5859	130.451	1.91
4106	YGJ	RJOH	35.4922	133.236	1.76
4107	SHB	RJCN	43.5775	144.96	1.23
4108	OMJ	RJDU	35.0833	140.1	7.59
4109	NKM	RJNA	35.255	136.924	2.78
4110	AXT	RJSK	39.6156	140.219	0.63
4111	OBO	RJCB	42.7333	143.217	1.93
4112	MMY	ROMY	24.7828	125.295	14.39
4113	NJA	RJTA	35.4546	139.45	55.07
4114	KKX	RJKI	28.3213	129.928	11.94
4115	AKJ	RJEC	43.6708	142.447	0.74
4116	IWJ	RJOW	34.6764	131.79	3.17
4117	RIS	RJER	45.242	141.186	0.72
4118	IWK	RJOI	34.1439	132.236	3.42
4119	IWO	RJAW	24.784	141.323	8.58
4120	IZO	RJOC	35.4136	132.89	2.7
4121	MSJ	RJSM	40.7032	141.368	0.81
4122	FSZ	RJNS	34.796	138.188	0.92
4123	KIJ	RJSN	37.9559	139.121	0.56
4124	TKS	RJOS	34.1328	134.607	2.05
4125	TRA	RORT	24.6539	124.675	14.57
4126	IBR	RJAH	36.1811	140.415	1.73
4127	AGJ	RORA	26.5925	127.241	11.84
4128	MUS	RJAM	24.2897	153.979	3.97
4129	SHI	RORS	24.8267	125.145	13.44
4130	NGS	RJFU	32.9169	129.914	0.82
4131	NGO	RJGG	34.8584	136.805	4.11
4132	FKJ	RJNF	36.1428	136.224	1.83
4133	KOJ	RJFK	31.8034	130.719	1.04
4134	SHM	RJBD	33.6622	135.364	1.77
4135	SDJ	RJSS	38.1397	140.917	3.1
4136	SDS	RJSD	38.0602	138.414	1.06
4137	AXJ	RJDA	32.4825	130.159	1.11
4138	FKS	RJSF	37.2274	140.431	0.77
4139	HTR	RORH	24.0589	123.806	11.98
4140	IEJ	RORE	26.722	127.785	12.5
4141	DNA	RODN	26.3556	127.768	11.0
4142	KCZ	RJOK	33.5461	133.669	5.09
4143	HIW	RJBH	34.3669	132.414	3.68
4144	HIJ	RJOA	34.4361	132.919	3.6
4145	OKJ	RJOB	34.7569	133.855	2.36
4146	MYJ	RJOM	33.8272	132.7	2.57
4147	OKI	RJNO	36.1811	133.325	3.32
4148	TJH	RJBT	35.5128	134.787	1.13
4149	OKE	RJKB	27.4255	128.701	15.55
4150	OIR	RJEO	42.0717	139.433	0.76
4151	TTJ	RJOR	35.5301	134.167	1.13
4152	RBJ	RJCR	45.455	141.039	0.67
4153	HKD	RJCH	41.77	140.822	0.96
4154	UBJ	RJDC	33.93	131.279	3.09
4155	KJP	ROKR	26.1683	127.293	10.84
4156	MYE	RJTQ	34.0736	139.56	4.56
4157	TKN	RJKN	27.8364	128.881	14.48
4158	OKA	ROAH	26.1958	127.646	9.58
4159	RNJ	RORY	27.044	128.402	16.51
4160	KTD	RORK	25.9447	131.327	7.83
4161	OIT	RJFO	33.4794	131.737	1.88
4162	IKI	RJDB	33.749	129.785	1.29
4163	HND	RJTT	35.5533	139.781	66.57
4164	NRT	RJAA	35.7653	140.386	5.6
4165	KIX	RJBB	34.4305	135.23	2.3
4166	OLX		-1.40859	35.1107	6.77
4167	LAU	HKLU	-2.25242	40.9131	5.4
4168	VPG		-3.80667	39.7974	9.16
4169	LBK		0.348333	40.8817	17.27
4170	LBN		0.666103	36.1042	24.22
4171	LKG	HKLK	4.20412	34.3482	46.03
4172	LKU		3.41667	35.8833	49.32
4173	LOK	HKLO	3.12197	35.6087	44.52
4174	LOY	HKLY	2.75	36.717	31.9
4175	MBA	HKMO	-4.03483	39.5942	7.25
4176	WJR	HKWJ	1.73324	40.0916	12.22
4177	MRE		-1.40611	35.0081	6.77
4178	MYD	HKML	-3.22931	40.1017	12.37
4179	NBO	HKJK	-1.31924	36.9278	29.23
4180	NDE	HKMA	3.933	41.85	29.82
4181	ASV	HKAM	-2.64505	37.2531	11.06
4182	NUU	HKNK	-0.298067	36.1593	22.3
4183	NYE	HKNI	-0.364414	36.9785	18.04
4184	NYK	HKNY	-0.062399	37.041	20.14
4185	OYL	HKMY	3.46972	39.1014	22.97
4186	RBT	HKMB	2.34425	38	40.73
4187	UAS	HKSB	0.530583	37.5342	25.4
4188	UKA	HKUK	-4.29333	39.5711	9.64
4189	WIL	HKNW	-1.32172	36.8148	29.23
4190	ANA		-1.27156	34.9555	16.07
4191	KTJ		-1.2635	35.0275	8.98
4192	BMQ		-3.98191	39.7308	9.16
4193	EDL	HKEL	0.404458	35.2389	16.93
4194	EYS	HKES	3.21667	35.9667	46.22
4195	GAS	HKGA	-0.463508	39.6483	10.4
4196	GGM	HKKG	0.271342	34.7873	32.93
4197	HOA	HKHO	-1.522	40.004	8.5
4198	ILU	HKKL	-2.91061	38.0652	11.96
4199	JJM	HKMK	0.165083	38.1951	38.41
4200	KEU	HKKE	-1.583	35.25	6.33
4201	KEY	HKKR	-0.3899	35.2421	18.78
4202	KIS	HKKI	-0.086139	34.7289	32.26
4203	KIU		-1.74383	41.4843	13.89
4204	KLK	HKFG	3.49161	35.8368	49.32
4205	KRV		0.319638	35.6626	18.24
4206	KTL	HKKT	0.971989	34.9586	21.32
4207	KWY		-1.96056	41.2975	9.82
4208	OSS	UAFO	40.609	72.7933	14.95
4209	FRU	UAFM	43.0613	74.4776	11.82
4210	REP	VDSR	13.4107	103.813	39.72
4211	BBM	VDBG	13.0956	103.224	53.47
4212	KOS	VDSV	10.5797	103.637	12.51
4213	TNX	VDST	13.5319	106.015	6.73
4214	KTI	VDKT	12.488	106.055	13.68
4215	PNH	VDPP	11.5466	104.844	24.93
4216	RBE	VDRK	13.73	106.987	6.74
4217	OMY		13.7597	104.972	20.35
4218	MWV	VDMK	12.4636	107.187	10.54
4219	KZD		12.5385	104.149	34.92
4220	KMT		10.6343	104.162	9.63
4221	KKZ	VDKK	11.6134	102.997	12.9
4222	KZC	VDKH	12.2552	104.564	27.11
4223	KUC	NGKT	0.218611	173.442	5.71
4224	CXI	PLCH	1.98616	-157.35	0.84
4225	TRW	NGTA	1.38164	173.147	5.79
4226	ABF	NGAB	1.79861	173.041	6.49
4227	NON	NGTO	-0.639722	174.428	3.22
4228	MTK	NGMN	3.37444	172.992	10.07
4229	MNK	NGMA	1.00361	173.031	5.39
4230	OOT	NGON	-1.79611	175.526	2.01
4231	TSU	NGTS	-1.47444	175.064	3.03
4232	AIS	NGTR	-2.61611	176.803	1.52
4233	TNV		3.89944	-159.389	1.15
4234	TNQ		4.69836	-160.394	2.52
4235	BBG	NGTU	3.08583	172.811	8.95
4236	CIS	PCIS	-2.76812	-171.71	0.94
4237	BEZ	NGBR	-1.35472	176.007	0.96
4238	TMN	NGTM	-2.48583	175.97	2.27
4239	NIG	NGNU	-1.31444	176.41	0.92
4240	MZK	NGMK	2.05861	173.271	8.96
4241	AAK	NGUK	0.185278	173.637	3.65
4242	TBF	NGTE	-1.22447	174.776	3.99
4243	AEA	NGTB	0.490833	173.829	4.9
4244	NWA	FMCI	-12.2981	43.7664	0.81
4245	AJN	FMCV	-12.1317	44.4303	0.84
4246	HAH	FMCH	-11.5337	43.2719	1.65
4247	YVA	FMCN	-11.7125	43.2431	1.2
4248	NEV	TKPN	17.2057	-62.5899	1.94
4249	SKB	TKPK	17.3112	-62.7187	2.38
4250	SKB	TKPK	17.3114	-62.7186	2.38
4251	WOS	ZKWS	39.1668	127.486	8.73
4252	YJS	ZKSE	41.9071	128.41	8.02
4253	UJU	ZKUJ	40.1546	124.532	46.28
4254	RGO	ZKHM	41.4285	129.648	4.91
4255	DSO	ZKSD	39.7452	127.474	22.67
4256	FNJ	ZKPY	39.2241	125.67	23.4
4257	JDG	RKPD	33.3996	126.712	0.89
4258	HMY	RKTP	36.704	126.486	2.18
4259	SWU	RKSW	37.2394	127.007	10.89
4260	MWX	RKJB	34.9914	126.383	1.04
4261	JWO	RKTI	37.03	127.885	4.9
4262	KAG	RKNN	37.7536	128.944	3.84
4263	WJU	RKNW	37.4412	127.964	5.26
4264	KUV	RKJK	35.9038	126.616	2.05
4265	USN	RKPU	35.5935	129.352	3.09
4266	YNY	RKNY	38.0613	128.669	4.84
4267	CHF	RKPE	35.1402	128.696	3.08
4268	KWJ	RKJJ	35.1232	126.805	3.0
4269	CHN	RKJU	35.8781	127.119	3.09
4270	CJJ	RKTU	36.717	127.499	5.47
4271	CJU	RKPC	33.5113	126.493	1.08
4272	OSN	RKSO	37.0906	127.03	9.1
4273	TAE	RKTN	35.8969	128.655	3.39
4274	UJN	RKTL	36.7771	129.462	2.9
4275	HIN	RKPS	35.0886	128.072	2.57
4276	KPO	RKTH	35.988	129.42	3.08
4277	PUS	RKPK	35.1795	128.938	3.37
4278	YEC	RKTY	36.6304	128.35	4.08
4279	RSU	RKJY	34.8423	127.617	2.3
4280	ICN	RKSI	37.4633	126.44	7.83
4281	XIJ	OKAJ	28.9348	47.7919	315.93
4282	KWI	OKBK	29.2266	47.9689	266.7
4283	LYB	MWCL	19.6602	-80.0888	14.85
4284	CYB	MWCB	19.687	-79.8828	14.64
4285	GCM	MWCR	19.2928	-81.3577	17.22
4286	SCO	UATE	43.8601	51.092	10.54
4287	PPK	UACP	54.7747	69.1839	0.56
4288	PLX	UASS	50.3513	80.2344	2.35
4289	UZR		47.0911	81.6652	10.52
4290	AKX	UATT	50.2458	57.2067	2.5
4291	KSN	UAUU	53.2069	63.5503	0.53
4292	AYK	UAUR	50.3186	66.9528	1.53
4293	BXH	UAAH	46.8933	75.005	7.98
4294	BXJ	UAAR	43.3526	76.8837	11.23
4295	DMB	UADD	42.8536	71.3036	23.03
4296	KOV	UACK	53.3291	69.5946	0.94
4297	PWQ	UASP	52.195	77.0739	2.57
4298	HRC		48.3974	70.1915	0.82
4299	BXY	UAOL	45.622	63.2108	62.74
4300	KZO	UAOO	44.7069	65.5925	41.46
4301	CIT	UAII	42.3642	69.4789	34.0
4302	EKB	UASB	51.591	75.215	0.71
4303	KGF	UAKK	49.6708	73.3344	3.84
4304	UKK	UASK	50.0366	82.4942	6.17
4305	TDK		45.1262	78.447	3.05
4306	NQZ	UACC	51.0222	71.4669	1.66
4307	GUW	UATG	47.1219	51.8214	4.32
4308	ALA	UAAA	43.3521	77.0405	49.24
4309	DZN	UAKD	47.7083	67.7333	5.2
4310	URA	UARR	51.1508	51.5431	4.64
4311	ATX		51.8517	68.3633	0.75
4312	SZI		47.4875	84.8877	22.69
4313	USJ	UAAL	46.1903	80.8314	1.98
4314	AOU	VLAP	14.7931	107.045	4.48
4315	LXG	VLLN	20.9606	101.402	15.06
4316	XKH	VLXK	19.4402	103.169	11.89
4317	VTE	VLVT	17.9883	102.563	15.1
4318	HOE	VLHS	20.2573	100.437	23.65
4319	PKZ	VLPS	15.1321	105.781	7.23
4320	ODY	VLOS	20.6827	101.994	15.46
4321	KOG	VLKG	17.9881	102.563	15.1
4322	LPQ	VLLB	19.8973	102.161	16.52
4323	THK	VLTK	17.4	104.8	17.05
4324	ZBY	VLSB	19.2436	101.709	15.01
4325	VNA	VLSV	15.7094	106.411	6.46
4326	PCQ		21.6475	101.9	16.29
4327	NEU	VLSN	20.4184	104.067	25.0
4328	ZVK	VLSK	16.5566	104.76	16.21
4329	BEY	OLBA	33.8209	35.4884	34.71
4330	KYE	OLKA	34.5893	36.0113	56.85
4331	SFG	TFFG	18.0999	-63.0472	2.67
4332	SLU	TLPC	14.0202	-60.9929	5.18
4333	UVF	TLPL	13.7332	-60.9526	6.22
4334	BJT		6.431	79.996	21.34
4335	KDW		7.2415	80.7834	5.08
4336	HIM	VCCH	8.04981	80.9814	6.47
4337	WRZ	VCCW	6.25449	81.2352	4.3
4338	DBK		8.273	79.756	16.35
4339	KCT	VCCK	5.99368	80.3203	22.58
4340	AFK		7.284	81.644	5.52
4341	DWO		6.90659	79.909	39.13
4342	JAF	VCCJ	9.79233	80.0701	32.94
4343	DBU		7.8604	80.6304	4.73
4344	DGM		7.1079	79.8721	21.99
4345	RML	VCCC	6.82199	79.8862	39.13
4346	HBT		6.12404	81.103	4.49
4347	NUF		6.86	80.584	39.67
4348	HRI	VCRI	6.28447	81.1241	3.13
4349	IRU		9.29975	80.4486	21.07
4350	GIU	VCCS	7.95667	80.7285	4.73
4351	ACJ	VCCA	8.30149	80.4279	9.0
4352	ADP	VCCG	7.33776	81.6259	5.52
4353	NUA		6.95717	80.7795	9.72
4354	KTY	VCCN	6.55212	79.9775	21.34
4355	CMB	VCBI	7.18076	79.8841	21.99
4356	AYY		6.86	81.8239	5.49
4357	DIW		5.99019	80.7331	3.61
4358	BTC	VCCB	7.70576	81.6788	5.43
4359	PQD		7.92311	81.5677	5.02
4360	KEZ		6.95	79.93	39.13
4361	TRR	VCCT	8.53851	81.1819	7.84
4362	TTW		6.2876	81.2906	4.3
4363	BYV		6.92944	79.8542	39.13
4364	THW		8.56	81.22	7.66
4365	KDZ		7.3251	80.6422	5.08
4366	SNI	GLGE	5.03431	-9.0668	115.62
4367	GRC		4.571	-8.2076	82.55
4368	UCN	GLBU	5.90417	-10.0583	128.86
4369	ROB	GLRB	6.23379	-10.3623	149.83
4370	MLW	GLMR	6.28906	-10.7587	184.35
4371	TPT		6.4948	-8.873	151.59
4372	VOI	GLVA	8.4	-9.767	201.13
4373	NIA	GLNA	7.5	-8.6	243.1
4374	RVC		5.47133	-9.58537	125.11
4375	CPA	GLCP	4.37902	-7.69695	61.76
4376	THC	GLTN	6.04565	-8.13872	212.06
4377	FOY		8.3513	-10.2269	246.53
4378	SAZ	GLST	4.66667	-8.43333	100.98
4379	BYL		7.36917	-9.99372	208.39
4380	UNE	FXQN	-30.1117	28.6719	9.06
4381	MFC	FXMF	-29.8011	27.2436	13.8
4382	THB	FXTA	-29.5228	28.6158	9.76
4383	LES	FXLS	-29.7829	28.3167	10.72
4384	SKQ	FXSK	-30.0389	28.3703	10.44
4385	SHZ	FXSS	-29.2676	28.5523	9.3
4386	SHK	FXSH	-29.7309	28.7689	9.72
4387	MSU	FXMM	-29.4623	27.5525	10.56
4388	SOK	FXSM	-29.8386	28.06	11.26
4389	UTG	FXQG	-30.4075	27.6933	9.86
4390	LEF	FXLK	-29.8908	28.6556	10.01
4391	MKH	FXMK	-29.2818	29.0728	9.63
4392	TKO	FXTK	-29.233	28.883	9.75
4393	MSG	FXMA	-29.8408	28.7764	10.01
4394	PEL	FXPG	-29.1206	28.5053	9.81
4395	LRB	FXLR	-28.8556	28.0528	9.16
4396	NKU	FXNK	-30.0217	28.1969	11.36
4397	PLQ	EYPA	55.9732	21.0939	0.54
4398	PNV	EYPP	55.7294	24.4608	2.26
4399	VNO	EYVI	54.6341	25.2858	3.39
4400	SQQ	EYSA	55.8939	23.395	1.11
4401	KUN	EYKA	54.9639	24.0848	2.91
4402	LUX	ELLX	49.6233	6.20444	1.67
4403	DGP	EVDA	55.9447	26.665	2.42
4404	LPX	EVLA	56.5175	21.0969	0.55
4405	VNT	EVVA	57.3578	21.5442	0.56
4406	RIX	EVRA	56.9236	23.9711	2.38
4407	NFR	HLNR	29.2132	21.5924	384.12
4408	WAX	HLZW	32.9523	12.0155	2.18
4409	BEN	HLLB	32.0968	20.2695	118.74
4410	DNF		32.542	22.745	67.53
4411	BCQ		27.653	14.272	182.08
4412	AKF	HLKF	24.1787	23.314	282.1
4413	LAQ	HLLQ	32.7887	21.9643	53.4
4414	QUB	HLUB	26.5675	12.8231	377.61
4415	SRX	HLGD	31.0635	16.595	98.69
4416	MJI	HLLM	32.8941	13.276	15.75
4417	ZIS	HLZN	31.7749	12.2501	10.74
4418	HUQ	HLON	29.1101	15.9656	181.37
4419	TOB	HLGN	31.861	23.907	60.89
4420	LMQ	HLMB	30.3781	19.5764	261.95
4421	GHT	HLGT	25.1456	10.1426	24.49
4422	SEB	HLLS	26.987	14.4725	260.93
4423	MRA	HLMS	32.325	15.061	21.39
4424	LTD	HLTD	30.1517	9.71531	81.96
4425	TIP	HLLT	32.6635	13.159	20.43
4426	RAK	GMMX	31.6069	-8.0363	18.27
4427	OZZ	GMMZ	30.9391	-6.90943	28.43
4428	OUD	GMFO	34.7872	-1.92399	7.26
4429	SMW	GMMA	26.7318	-11.6847	103.02
4430	CAS	GMMC	33.5533	-7.66139	12.33
4431	OZG	GMAZ	30.3203	-5.86667	40.49
4432	FEZ	GMFF	33.9273	-4.97796	5.12
4433	ERH	GMFK	31.9475	-4.39833	17.2
4434	CMN	GMMN	33.3675	-7.58997	12.04
4435	GLN		29.0267	-10.0503	19.21
4436	TTA	GMAT	28.4482	-11.1613	12.05
4437	NDR	GMMW	34.9888	-3.02821	2.54
4438	NNA	GMMY	34.2989	-6.59588	13.71
4439	ESU	GMMI	31.3975	-9.68167	11.51
4440	TNG	GMTT	35.7269	-5.91689	7.06
4441	RBA	GMME	34.0515	-6.75152	14.02
4442	UAR	GMFB	32.5143	-1.98306	17.34
4443	EUN	GMML	27.1517	-13.2192	33.01
4444	BEM	GMMD	32.4019	-6.31591	17.79
4445	GMD	GMMB	33.6554	-7.22145	14.26
4446	VIL	GMMH	23.7183	-15.932	128.8
4447	MEK	GMFM	33.8791	-5.51512	5.08
4448	SII	GMMF	29.3667	-10.1878	18.46
4449	AGA	GMAD	30.325	-9.41307	27.51
4450	TTU		35.5943	-5.32002	6.61
4451	AHU	GMTA	35.1771	-3.83952	4.97
4452	SFI	GMMS	32.2731	-9.23694	12.83
4453	KIV	LUKK	46.9277	28.931	12.96
4454	BZY	LUBL	47.8431	27.7772	14.3
4455	TGD	LYPG	42.3594	19.2519	18.38
4456	TIV	LYTV	42.4047	18.7233	16.05
4457	ZBK		43.1167	19.2333	2.23
4458	IVG	LYBR	42.839	19.862	4.08
4459	OHB	FMFE	-18.9175	48.2182	1.17
4460	WTS	FMMX	-18.7597	46.0541	0.55
4461	WAD		-17.631	47.7233	0.74
4462	WTA	FMMU	-17.4761	43.9728	4.56
4463	TZO		-18.3451	45.0156	0.54
4464	WPB	FMNG	-15.5843	47.6236	0.57
4465	VND	FMSU	-23.3508	47.5817	4.67
4466	WMR	FMNC	-16.1639	49.7738	1.02
4467	WMV		-16.45	46.5667	0.63
4468	WMP	FMNP	-16.0723	47.6442	0.58
4469	WOR		-12.4333	49.1	0.63
4470	AMP	FMSY	-24.6997	44.7342	3.0
4471	WMN	FMNR	-15.4367	49.6883	1.11
4472	BZM		-17.6925	45.0888	0.52
4473	WML	FMMC	-20.3554	45.5434	0.58
4474	AMY		-17.6867	45.6239	0.51
4475	WMD	FMSC	-21.0463	44.9404	4.46
4476	WMA	FMNX	-15.833	48.8333	0.73
4477	OVA	FMSL	-24.2357	45.3045	2.87
4478	DVD		-22.0661	43.2596	4.24
4479	DWB	FMNO	-16.1017	45.3588	1.08
4480	WFI	FMSF	-21.4416	47.1117	2.2
4481	BSV		-15.6725	47.0617	0.61
4482	WBO	FMSB	-21.607	45.136	2.01
4483	WBE		-14.5443	48.6914	0.65
4484	MJA	FMSJ	-21.4261	44.3165	5.99
4485	WBD	FMNF	-15.2	48.483	0.58
4486	ATJ	FMME	-19.8392	47.0637	1.55
4487	JVA	FMMK	-18.805	45.2735	0.52
4488	BMD	FMML	-19.6867	44.5419	8.52
4489	WAQ	FMMG	-18.7013	44.6149	0.6
4490	WAM	FMMZ	-17.7954	48.4426	0.93
4491	WAK	FMSZ	-22.2964	44.5315	2.87
4492	WAI	FMNW	-14.8988	47.9939	0.69
4493	MJN	FMNM	-15.6668	46.3512	1.1
4494	VVB	FMMH	-19.833	48.8	3.38
4495	MXM	FMSR	-21.7539	43.3755	4.28
4496	MXT	FMMO	-18.05	44.033	5.06
4497	VAT	FMMY	-19.3833	48.95	3.65
4498	TVA	FMMR	-17.8501	44.9205	0.55
4499	TTS	FMNT	-16.7511	47.619	0.6
4500	HVA	FMNL	-14.6297	47.7638	0.87
4501	BPY	FMNQ	-16.7445	44.4825	0.98
4502	TNR	FMMI	-18.7969	47.4788	2.86
4503	TMM	FMMT	-18.1095	49.3925	4.73
4504	TLE	FMST	-23.3834	43.7285	5.57
4505	FTU	FMSD	-25.0381	46.9561	6.54
4506	RVA	FMSG	-22.8053	47.8206	5.88
4507	TDV	FMSN	-21.7	43.733	4.77
4508	BKU	FMSV	-23.733	44.389	1.26
4509	ILK	FMMQ	-19.583	48.803	3.66
4510	MNJ	FMSM	-21.2018	48.3583	4.01
4511	SMS	FMMS	-17.0939	49.8158	5.24
4512	MOQ	FMMV	-20.2847	44.3176	12.79
4513	AHY		-20.0158	45.535	0.6
4514	IHO	FMSI	-22.4047	46.1649	0.83
4515	WVK	FMSK	-22.1197	48.0217	6.92
4516	ZVA	FMMN	-19.5628	45.4508	0.52
4517	TBV		8.3027	171.161	8.74
4518	UTK		11.222	169.852	9.11
4519	MAJ	PKMJ	7.06476	171.272	7.93
4520	BII		11.5225	165.565	11.05
4521	AUL		8.14528	171.173	8.6
4522	IMI		7.00555	171.657	7.22
4523	MJB		10.2833	170.869	12.19
4524	RNP		11.1572	166.887	9.11
4525	LIK		9.82316	169.308	7.74
4526	UIT		5.90924	169.637	10.97
4527	KWA	PKWA	8.72012	167.732	10.64
4528	MJE		7.76291	168.266	9.79
4529	UJE		8.92806	165.762	5.67
4530	EBN		9.33056	166.82	8.85
4531	WTE		9.45833	170.239	8.29
4532	EBO		4.5982	168.752	10.14
4533	NDK		5.63167	168.125	9.16
4534	JAT		7.74977	168.978	9.96
4535	EAL		9.31931	166.848	8.85
4536	MAV		8.70444	171.23	6.95
4537	ENT	PKMA	11.3407	162.328	12.47
4538	LOF		7.7575	168.236	9.79
4539	WTO		10.1733	166.003	6.43
4540	EJT		6.0404	171.985	4.72
4541	KBT		8.90056	170.844	8.07
4542	JEJ		7.56535	168.962	9.79
4543	TIC		7.13333	171.917	7.99
4544	AIC		7.27942	168.826	9.58
4545	MIJ	MLIP	6.08333	171.733	5.32
4546	LML		8.92111	166.265	5.39
4547	WJA		7.45083	168.55	8.9
4548	AIM		10.2168	169.983	8.7
4549	KIO		5.64452	169.12	10.35
4550	OHD	LWOH	41.18	20.7423	5.65
4551	SKP	LWSK	41.9616	21.6214	75.98
4552	KNZ	GAKA	12.833	-11.25	547.94
4553	TOM	GATB	16.7305	-3.00758	199.0
4554	BKO	GABS	12.5335	-7.94994	521.93
4555	NRM	GANK	15.217	-7.267	208.52
4556	KYS	GAKY	14.4812	-11.4044	714.54
4557	SZU		13.4	-6.15	314.37
4558	GAQ	GAGO	16.2484	-0.005456	104.81
4559	GUD	GAGM	16.3614	-3.59972	154.51
4560	NIX	GANR	15.2381	-9.57611	422.35
4561	KTX	GAKO	12.383	-5.467	325.57
4562	KSS	GASK	11.333	-5.7	245.45
4563	MZI	GAMB	14.5128	-4.07956	157.2
4564	EYL	GAYE	15.133	-10.567	638.75
4565	VBA	VYAN	19.7692	94.0261	19.27
4566	THL	VYTL	20.4838	99.9354	25.93
4567	NMT	VYNT	23.083	97.383	13.45
4568	NYW	VYMY	22.2216	95.0935	17.37
4569	NMS	VYNS	20.8905	97.7359	15.08
4570	MOE	VYMO	23.0925	96.6453	9.74
4571	NYU	VYBG	21.1788	94.9302	20.06
4572	VBP	VYBP	11.1494	98.7359	27.66
4573	NYT	VYNT	19.6235	96.201	36.57
4574	TIO	VYHN	21.7	94.1	10.82
4575	GWA	VYGW	17.6	94.5833	18.42
4576	KYP	VYKP	19.4264	93.5348	32.41
4577	RGN	VYYY	16.9073	96.1332	72.29
4578	MOG	VYMS	20.5168	99.2568	25.55
4579	MWQ	VYMW	20.1656	94.9414	24.52
4580	KYT	VYKU	21.4	94.1333	8.65
4581	MYT	VYMK	25.3836	97.3519	9.71
4582	MGK	VYMT	20.2967	98.8989	31.02
4583	MGU	VYMN	18.8458	93.6889	30.35
4584	MGZ	VYME	12.4398	98.6215	30.43
4585	KAW	VYKT	10.0493	98.538	15.1
4586	HOX	VYHL	24.8996	94.914	9.18
4587	TVY	VYDW	14.1039	98.2036	29.18
4588	LSH	VYLS	22.9779	97.7522	23.23
4589	KHM	VYKI	25.9883	95.6744	9.03
4590	KMV	VYKL	23.1888	94.0511	19.38
4591	HEB	VBHD	17.6333	95.4667	42.94
4592	BMO	VYBM	24.269	97.2462	9.04
4593	XYE	VYYE	15.3	97.867	26.82
4594	PAA	VYPA	16.8937	97.6746	36.45
4595	MNU	VYMM	16.4447	97.6607	56.98
4596	LIW	VYLK	19.6915	97.2148	19.02
4597	PPU	VYPP	18.0667	97.4498	22.4
4598	KET	VYKG	21.3016	99.636	21.54
4599	HEH	VYHH	20.747	96.792	25.6
4600	BSX	VYPN	16.8152	94.7799	26.61
4601	PAU	VYPK	21.4492	94.4869	14.73
4602	PKK	VYPU	21.4043	95.1113	19.86
4603	SNW	VYTD	18.4607	94.3001	21.22
4604	AKY	VYSW	20.1327	92.8726	52.57
4605	VBC	VYCZ	21.9405	96.0896	90.99
4606	MDL	VYMD	21.7022	95.9779	36.22
4607	GAW	VYGG	22.1747	94.1344	11.79
4608	PBU	VYPT	27.3299	97.4263	6.5
4609	PRU	VYPY	18.8245	95.266	23.63
4610	XRQ		48.5756	116.939	0.92
4611	ULN	ZMUB	47.8431	106.767	7.2
4612	UGT	ZMBR	43.7493	104.115	14.2
4613	UUN	ZMBU	46.6603	113.285	2.29
4614	HJT	ZMHU	46.9258	102.773	0.59
4615	AVK	ZMAH	46.2503	102.802	10.94
4616	DLZ	ZMDZ	43.5917	104.43	25.77
4617	HVD	ZMKD	47.9541	91.6282	51.54
4618	TSZ	ZMTG	47.4654	101.478	2.84
4619	ULO	ZMUG	50.0666	91.9383	1.51
4620	COQ	ZMCD	48.1357	114.646	0.74
4621	HBU	ZMBN	46.1006	91.5842	9.15
4622	BYN	ZMBH	46.1633	100.704	8.44
4623	LTI	ZMAT	46.3764	96.2211	14.23
4624	UGA	ZMBN	48.855	103.476	0.57
4625	HTM	ZMHG	50.436	100.14	0.59
4626	KHR	ZMHH	47.2467	102.826	0.97
4627	UNR	ZMUH	47.3049	110.609	1.97
4628	ULZ	ZMDN	47.7093	96.5258	2.02
4629	TNZ	ZMTL	48.7389	98.2941	2.5
4630	ERT		48.9831	104.151	4.59
4631	MXW	ZMMG	45.7381	106.269	4.38
4632	MXV	ZMMN	49.6633	100.099	2.33
4633	ULG	ZMUL	48.9933	89.9225	6.62
4634	UBN	ZMCK	47.6516	106.822	32.12
4635	ROP	PGRO	14.1743	145.243	17.03
4636	SPN	PGSN	15.119	145.729	14.69
4637	TIQ	PGWT	14.9992	145.619	16.36
4638	FDF	TFFF	14.591	-61.0032	6.13
4639	MBR	GQNU	16.0333	-12.6	628.83
4640	OUZ	GQPZ	22.7564	-12.4836	159.75
4641	NKC	GQNO	18.31	-15.9697	1079.74
4642	MOM	GQNL	17.75	-12.5	879.59
4643	KFA	GQNF	16.59	-11.4062	541.55
4644	LEG		17.1667	-13.95	726.42
4645	OTL	GQNB	17.533	-14.683	867.06
4646	AEO	GQNA	16.7113	-9.63788	566.74
4647	ATR	GQPA	20.5068	-13.0432	486.7
4648	THI	GQNC	18.45	-9.517	1068.98
4649	THT	GQNT	17.233	-10.817	948.82
4650	EMN	GQNI	16.622	-7.3166	464.04
4651	KED	GQNK	16.1595	-13.5076	670.75
4652	TIY	GQND	18.5701	-11.4235	1165.95
